site,collection_date,YYYYMMDD,quadrat,plant,rhi_length,node1,node2,node3,node4,node5,leaf_length1,leaf_length2,leaf_length3,leaf_length4,leaf_length5,leaf_length6,leaf_length7,leaf_length8,leaf_length9,leaf_length10,leaf_width1,leaf_width2,leaf_width3,leaf_width4,leaf_width5,leaf_width6,leaf_width7,leaf_width8,leaf_width9,leaf_width10,eff_leaf_area1,eff_leaf_area2,eff_leaf_area3,eff_leaf_area4,eff_leaf_area5,eff_leaf_area6,eff_leaf_area7,eff_leaf_area8,eff_leaf_area9,eff_leaf_area10,tot_leaf_area_cmsq,pad_mass_g,pad_epihpyte_mass_g,epiphyte_mass_g,epi_mg_shoot_g,epi_mg_shoot_sqcm,rhi_mass_fw,rhi_foil,rhi_foil_dw_g,rhi_dw_g,root_per_moisture,shoot_mass_fw,shoot_foil,shoot_foil_dw,shoot_dw,shoot_per_moisture,xs_shoot_mass_fw,xs_shoot_foil,xs_shoot_foil_dw,xs_shoot_mass,xs_pad_mass_g,xs_epiphyte_pad_mass_g,xs_epiphyte_mass_g,iso_count,iso_fw,iso_foil,iso_foil_dw,iso_dw,gamm_amph_count,gamm_amph_fw,gamm_amph_foil,gamm_amph_foil_dw,gamm_amph_dw,caprel_count,caprel_fw,caprel_foil,caprel_foil_dw,caprel_dw,limpet_count,limpet_fw,limpet_foil,limpet_foil_dw,limpet_dw,gastropod_count,gastropod_fw,gastropod_foil,gastropod_foil_dw,gastropod_dw,crab_count,crab_fw,crab_foil,crab_foil_dw,crab_dw,polychaete_count,other_animal_notes,notes
2017_L_03,25/5/17,20170525,4,2,1.9,0.4,0.5,0.4,0.3,,26.8,9.1,23.8,,,,,,,,0.2,0.3,0.3,,,,,,,,10.72,5.46,14.28,0,0,0,0,0,0,0,30.46,0.6901,0.6936,0.0035,,0.114904793,0.1709,1.1838,1.2074,0.0236,86.19075483,0.2372,1.0866,1.0953,0.0087,96.33220911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,4,3,5.0,1,1.1,0.8,0.5,0.3,50.8,10,33.9,45.5,35.7,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,40.64,8,27.12,36.4,28.56,0,0,0,0,0,140.72,0.6798,0.6936,0.0138,,0.098067084,0.5662,1.2173,1.2807,0.0634,88.80254327,1.1271,0.9951,1.3643,0.3692,67.24336794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,4,4,4.4,1.9,1.2,0.6,0.3,0.1,43.9,11.1,39.4,15.7,12.8,11.6,28.6,33.6,,,0.4,0.4,0.3,0.3,0.3,0.5,0.3,0.4,,,35.12,8.88,23.64,9.42,7.68,11.6,17.16,26.88,0,0,140.38,0.6315,0.6414,0.0099,,0.070522867,0.5073,0.9651,1.024,0.0589,88.38951311,1.4966,1.2604,1.657,0.3966,73.49993318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,4,5,5.0,0.4,0.3,0.4,0.4,0.4,22.4,18.5,28.6,4.3,,,,,,,0.3,0.3,0.3,0.2,,,,,,,13.44,11.1,17.16,1.72,0,0,0,0,0,0,43.42,0.6709,0.6737,0.0028,,0.064486412,0.4509,1.0492,1.1063,0.0571,87.33643823,0.3075,1.3199,1.3617,0.0418,86.40650407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,5,1,2.8,1.2,0.7,0.4,0.2,,10.5,12,21.9,9.4,28.6,35.2,36.8,35.7,,,0.4,0.3,0.2,0.2,0.3,0.4,0.5,0.4,,,8.4,7.2,8.76,3.76,17.16,28.16,36.8,28.56,0,0,138.8,0.6634,0.6694,0.006,,0.043227666,0.2804,0.9868,1.0179,0.0311,88.90870185,0.8948,1.1199,1.3965,0.2766,69.08806437,2.2281,0.8905,1.1759,0.2854,,,,,,,,0,,,,,,,,,,0,,,,,0,,,,,0,,,,,,6,1 clam,
2017_L_03,25/5/17,20170525,5,2,2.1,0.9,0.5,0.4,,,18.9,7.8,35.9,15.7,29.6,33.2,,,,,0.3,0.2,0.4,0.4,0.4,0.3,,,,,11.34,3.12,28.72,12.56,23.68,19.92,0,0,0,0,99.34,0.7472,0.7525,0.0053,,0.053352124,0.1987,1.2191,1.2429,0.0238,88.02214394,0.6831,1.3315,1.3451,0.0136,98.00907627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,5,3,4.3,1,0.6,0.3,0.3,0.2,23.7,34.2,38.5,35.4,45.4,21.7,5.3,,,,0.3,0.4,0.4,0.5,0.5,0.4,0.3,,,,14.22,27.36,30.8,35.4,45.4,17.36,3.18,0,0,0,173.72,0.6995,0.7143,0.0148,,0.085194566,0.7951,1.1385,1.2624,0.1239,84.41705446,1.2623,1.2848,1.4511,0.1663,86.82563574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,5,4,5.0,0.8,0.5,0.4,0.3,0.4,28.1,32.7,35.6,2.6,20,39.1,,,,,0.3,0.3,0.4,0.2,0.4,0.3,,,,,16.86,19.62,28.48,1.04,16,23.46,0,0,0,0,105.46,0.7184,0.7293,0.0109,,0.103356723,0.573,0.9556,1.0217,0.0661,88.46422339,0.871,1.3091,1.355,0.0459,94.73019518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,5,5,4.4,1,0.6,0.4,0.3,0.2,4,11.1,33.8,6.9,5,29.9,19.9,37.2,,,0.2,0.3,0.3,0.3,0.4,0.4,0.4,,,,1.6,6.66,20.28,4.14,4,23.92,15.92,0,0,0,76.52,0.655,0.6571,0.0021,,0.027443806,0.8266,1.1758,1.2554,0.0796,90.37019114,0.803,1.2384,2.05,0.8116,-1.070983811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,6,1,5.0,2,1,0.9,0.6,0.3,36.2,48.4,9.6,39,20.1,42.4,50.2,,,,0.3,0.3,0.2,0.4,0.4,0.4,0.4,,,,21.72,29.04,3.84,31.2,16.08,33.92,40.16,0,0,0,175.96,0.7158,0.729,0.0132,,0.075017049,0.6401,1.4033,1.4711,0.0678,89.40790501,1.545,1.3335,1.8888,0.5553,64.05825243,7.5687,1.0001,1.9002,0.9001,,,,,,,,0,4,0.0086,0.3343,0.3353,0.001,,,,,0,3,0.0392,0.4114,0.4276,0.0162,,,,,0,,,,,,7,"1 clam; Herring Eggs  FW=2.1366, foil=.413, DW=1.1142",
2017_L_03,25/5/17,20170525,6,2,3.4,1,1.1,0.6,0.4,0.2,31.2,36.4,30.4,19.9,39.8,,,,,,0.3,0.4,0.4,0.4,0.4,,,,,,18.72,29.12,24.32,15.92,31.84,0,0,0,0,0,119.92,0.7147,0.7171,0.0024,,0.020013342,0.4045,1.2374,1.2865,0.0491,87.86155748,0.9813,1.1713,2.0103,0.839,14.50117191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,6,3,5.0,2,3,,,,36.6,14.3,51.4,29.4,9.1,53.4,5.4,50.2,,,0.4,0.4,0.5,0.5,0.5,0.5,0.3,0.5,,,29.28,11.44,51.4,29.4,9.1,53.4,3.24,50.2,0,0,237.46,0.631,0.6397,0.0087,,0.03663775,0.5745,1.2901,1.3443,0.0542,90.56570931,1.8126,1.2809,1.672,0.3911,78.42325941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,6,4,0.8,0.4,0.4,,,,15.1,27.8,6.7,19.6,2.7,26.2,,,,,0.3,0.3,0.3,0.3,0.3,0.3,,,,,9.06,16.68,4.02,11.76,1.62,15.72,0,0,0,0,58.86,0.6692,0.6708,0.0016,,0.027183146,0.0882,1.3434,1.3533,0.0099,88.7755102,0.3878,1.4697,1.4741,0.0044,98.86539453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,6,5,5.0,2,1.4,1.1,0.5,,45.6,46.2,37,52.2,33.4,,,,,,0.4,0.5,0.5,0.4,0.3,,,,,,36.48,46.2,37,41.76,20.04,0,0,0,0,0,181.48,0.7162,0.7312,0.015,,0.082653736,0.6216,1.3745,1.4435,0.069,88.8996139,1.4856,1.2461,1.7813,0.5352,63.97415186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,7,1,5.0,2,2,1,,,34.2,18.9,6.6,37.2,52.2,27.1,50,,,,0.3,0.3,0.2,0.3,0.4,0.4,0.4,,,,20.52,11.34,2.64,22.32,41.76,21.68,40,0,0,0,160.26,0.6677,0.6984,0.0307,,0.191563709,0.4386,1.4007,1.4476,0.0469,89.30688554,1.3111,1.3494,2.265,0.9156,30.16550988,7.3737,1.0407,1.8069,0.7662,,,,,,,,0,1,0.0058,0.7285,0.7285,0,2,0.0216,0.7336,0.7361,0.0025,1,0.018,0.6062,0.6128,0.0066,1,0.0074,0.6949,0.6964,0.0015,,,,,,9,1 clam,
2017_L_03,25/5/17,20170525,7,2,4.4,1,0.8,0.8,0.8,0.4,40.8,36.2,17.4,16,50,37.2,,,,,0.3,0.2,0.3,0.3,0.3,0.4,,,,,24.48,14.48,10.44,9.6,30,29.76,0,0,0,0,118.76,0.8002,0.8086,0.0084,,0.070730886,0.4516,1.405,1.4628,0.0578,87.20106289,1.0167,1.1097,1.5406,0.4309,57.61778302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,7,3,4.7,1.7,1.1,0.9,0.4,0.4,30.2,14.1,9.3,49.4,32.2,9.3,33.2,49.8,,,0.3,0.2,0.3,0.4,0.4,0.4,0.4,,,,18.12,5.64,5.58,39.52,25.76,7.44,26.56,0,0,0,128.62,0.6878,0.7568,0.069,,0.536464002,0.6089,1.3137,1.3833,0.0696,88.56955165,0.9926,1.1919,1.725,0.5331,46.29256498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,7,4,4.3,1.7,1.1,0.9,0.8,,37.2,54.6,7.4,31,4.6,50.2,,,,,0.3,0.4,0.4,0.4,0.4,0.5,,,,,22.32,43.68,5.92,24.8,3.68,50.2,0,0,0,0,150.6,0.624,0.6281,0.0041,,0.027224436,0.4479,1.2434,1.2878,0.0444,90.08707301,1.2311,1.1274,1.7389,0.6115,50.32897409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,7,5,3.4,1.3,1.3,0.8,,,30,14.9,8.7,39.2,40.8,21.5,50.8,,,,0.3,0.3,0.3,0.3,0.4,0.4,0.4,,,,18,8.94,5.22,23.52,32.64,17.2,40.64,0,0,0,146.16,0.7998,0.8643,0.0645,,0.441297209,0.2479,1.1901,1.2159,0.0258,89.59257765,1.05,1.1622,1.1452,-0.017,101.6190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,8,1,5.0,1.7,0.8,0.4,0.3,0.2,21.6,9.4,39.3,6.3,44.1,29.5,45.5,,,,0.3,0.4,0.3,0.2,0.4,0.4,0.4,,,,12.96,7.52,23.58,2.52,35.28,23.6,36.4,0,0,0,141.86,0.731,0.7806,0.0496,,0.349640491,0.4081,1.3445,1.4407,0.0962,76.42734624,1.0472,1.0908,1.1862,0.0954,90.88999236,3.3094,1.0613,1.4768,0.4155,,,,,,,,0,1,0.0007,0.6294,0.6292,-0.0002,,,,,0,1,0.0054,0.6915,0.6942,0.0027,,,,,0,,,,,,3,2 clams,
2017_L_03,25/5/17,20170525,8,2,5.0,0.7,0.4,0.2,0.3,0.3,38,12.1,36,29.8,16.8,,,,,,0.3,0.2,0.3,0.3,0.3,,,,,,22.8,4.84,21.6,17.88,10.08,0,0,0,0,0,77.2,0.6782,0.692,0.0138,,0.178756477,0.5542,1.3875,1.4062,0.0187,96.62576687,0.5257,1.0598,1.1604,0.1006,80.86361042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,8,3,2.4,1,0.8,0.2,,,17.6,20.8,23.9,15,28.9,,,,,,0.3,0.3,0.3,0.3,0.3,,,,,,10.56,12.48,14.34,9,17.34,0,0,0,0,0,63.72,0.624,0.6242,0.0002,,0.003138732,0.2299,1.3866,1.409,0.0224,90.25663332,0.4471,1.2128,1.0641,-0.1487,133.2587788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,8,4,4.6,1.6,1.5,0.4,0.4,,31.9,57.3,37.9,47,45.3,27.6,5,,,,0.3,0.5,0.4,0.4,0.5,0.4,0.4,,,,19.14,57.3,30.32,37.6,45.3,22.08,4,0,0,0,215.74,0.6748,0.7028,0.028,,0.129785853,0.5814,1.153,1.2354,0.0824,85.82731338,1.6792,1.4549,1.4942,0.0393,97.65959981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,8,5,4.7,1.4,0.7,0.4,0.3,0.3,17.9,37.1,29.4,11.8,3.4,21.7,,,,,0.3,0.4,0.4,0.3,0.3,0.4,,,,,10.74,29.68,23.52,7.08,2.04,17.36,0,0,0,0,90.42,0.7044,0.7139,0.0095,,0.105065251,0.9012,1.3187,1.4267,0.108,88.0159787,0.6521,1.3149,1.4493,0.1344,79.38966416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,1,1,5.0,1.1,2.5,,,,17.3,80.8,88.2,78.4,43.4,,,,,,0.7,0.6,0.5,0.5,0.5,,,,,,24.22,96.96,88.2,78.4,43.4,0,0,0,0,0,331.18,0.5994,0.6128,0.0134,,0.040461381,0.7568,0.6938,0.8083,0.1145,84.8705074,3.2455,1.7078,2.1598,0.452,86.07302419,24.3928,1.8842,4.7396,2.8554,,,,2,0.3801,0.3042,0.3756,0.0714,,,,,,1,0.0017,0.328,0.3282,0.0002,4,0.1005,0.3058,0.3545,0.0487,,,,,,,,,,,4,,
2017_H_04,24/6/17,20170624,1,2,5.0,1.5,1.8,1,,,31.4,82,69.8,96,23.5,53.6,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,,31.4,82,69.8,96,23.5,53.6,0,0,0,0,356.3,0.6588,0.6725,0.0137,,0.038450744,0.8378,0.6842,0.7923,0.1081,87.09715923,3.0746,1.7086,2.1428,0.4342,85.87783777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,1,3,5.0,1,1.5,1,0.7,0.5,50,60.4,64.2,35,77.1,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,50,60.4,64.2,35,77.1,0,0,0,0,0,286.7,0.656,0.6689,0.0129,,0.044994768,1.2062,0.658,0.849,0.191,84.16514674,2.2264,1.5532,1.8724,0.3192,85.66295365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,1,4,5.0,0.5,1.1,1.4,0.6,0.5,11.4,31.4,5.6,51.6,37.8,69.4,,,,,0.3,0.5,0.3,0.5,0.5,0.5,,,,,6.84,31.4,3.36,51.6,37.8,69.4,0,0,0,0,200.4,0.6447,0.653,0.0083,,0.041417166,0.5944,0.6979,0.7837,0.0858,85.56527591,1.5598,1.7636,1.9995,0.2359,84.87626619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,1,5,5.0,2.1,1.9,,,,62.8,80,5.7,2.5,38.4,72.6,47.4,,,,0.5,0.3,0.3,0.5,0.5,0.5,0.3,,,,62.8,48,3.42,2.5,38.4,72.6,28.44,0,0,0,256.16,0.5932,0.6078,0.0146,,0.056995628,0.5281,0.6845,0.7523,0.0678,87.16152244,2.52,1.7615,2.0998,0.3383,86.57539683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,2,1,5.0,3,,,,,5.5,17.5,30.4,13.1,89.8,40.1,76.2,72.2,,,0.3,0.4,0.4,0.6,0.4,0.6,0.7,0.6,,,3.3,14,24.32,15.72,71.84,48.12,106.68,86.64,0,0,370.62,0.6654,0.6737,0.0083,,0.022394906,0.8009,0.678,0.7841,0.1061,86.75240355,3.686,1.6192,2.1433,0.5241,85.78133478,25.3122,1.741,4.7126,2.9716,,,,,,,,,,,,,,,,,,,2,0.0271,0.3219,0.3363,0.0144,,,,,,,,,,,9,,
2017_H_04,24/6/17,20170624,2,2,5.0,2.5,,,,,11.9,22.2,28.5,83.4,43.6,74.2,34.8,97.2,,,0.6,0.4,0.4,0.6,0.6,0.6,0.6,,,,14.28,17.76,22.8,100.08,52.32,89.04,41.76,0,0,0,338.04,0.6594,0.6721,0.0127,,0.037569518,0.6347,0.6556,0.7161,0.0605,90.46793761,3.9731,1.7265,2.2851,0.5586,85.94044952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,2,3,5.0,1.5,1,0.5,0.7,0.3,52.2,75.4,63.2,5.1,98,,,,,,0.4,0.5,0.5,0.4,0.5,,,,,,41.76,75.4,63.2,4.08,98,0,0,0,0,0,282.44,0.6795,0.6915,0.012,,0.0424869,0.5742,0.6938,0.7658,0.072,87.46081505,2.3965,1.9975,2.3146,0.3171,86.76820363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,2,4,5.0,1.2,1.4,1.4,,,27,16.5,54.4,79.4,14,19.6,58.4,,,,0.5,0.3,0.5,0.5,0.5,0.5,0.5,,,,27,9.9,54.4,79.4,14,19.6,58.4,0,0,0,262.7,0.6484,0.6573,0.0089,,0.033878949,0.9176,0.6188,0.7396,0.1208,86.83522232,2.371,1.9642,2.2755,0.3113,86.87051877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,2,5,5.0,1,1.6,1.6,,,70,29.2,72.8,4.1,13.5,46.2,77.4,,,,0.5,0.5,0.5,0.3,0.5,0.5,0.5,,,,70,29.2,72.8,2.46,13.5,46.2,77.4,0,0,0,311.56,0.5596,0.5666,0.007,,0.022467582,0.763,0.6251,0.7134,0.0883,88.42726081,2.8733,1.7408,2.1552,0.4144,85.5775589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,3,1,5.0,2.2,1.4,1.1,,,69.6,80.6,10.3,42,33.4,61,,,,,0.5,0.5,0.3,0.5,0.5,0.5,,,,,69.6,80.6,6.18,42,33.4,61,0,0,0,0,292.78,0.6481,0.6558,0.0077,,0.026299611,0.722,0.62,0.7011,0.0811,88.76731302,2.3332,1.637,1.9384,0.3014,87.08211898,6.0108,1.4963,2.2293,0.733,,,,,,,,,,,,,,,,,,,2,0.0369,0.3398,0.3518,0.012,2,0.0037,0.375,0.3772,0.0022,,,,,,6,,
2017_H_04,24/6/17,20170624,3,2,5.0,0.8,1,0.7,0.5,0.5,43.1,47.6,37.8,22.8,35.8,9.5,3.3,,,,0.5,0.5,0.5,0.5,0.5,0.3,0.3,,,,43.1,47.6,37.8,22.8,35.8,5.7,1.98,0,0,0,194.78,0.6284,0.6351,0.0067,,0.034397782,0.8839,0.6684,0.7657,0.0973,88.99196742,1.3439,1.8105,1.9872,0.1767,86.85170028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,3,3,5.0,1.3,1.3,1.6,0.8,,12.9,61.6,59.9,26.6,7.5,45.4,,,,,0.3,0.5,0.4,0.4,0.4,0.4,,,,,7.74,61.6,47.92,21.28,6,36.32,0,0,0,0,180.86,0.6629,0.6977,0.0348,,0.192414022,0.5223,0.6382,0.6967,0.0585,88.79954049,1.2514,1.7739,1.9356,0.1617,87.07847211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,3,4,5.0,1,2.7,,,,56.6,66.6,67.2,24.9,56.4,5.1,7.4,,,,0.6,0.6,0.6,0.6,0.6,0.4,0.4,,,,67.92,79.92,80.64,29.88,67.68,4.08,5.92,0,0,0,336.04,0.6733,0.6802,0.0069,,0.02053327,0.6234,0.7054,0.7668,0.0614,90.15078601,2.5223,1.9669,2.3384,0.3715,85.2713793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,3,5,3.9,0.5,1.7,1.2,0.5,,55.8,45.6,28.6,27.7,17,37.2,10.3,5.1,,,0.5,0.5,0.5,0.5,0.4,0.5,0.4,0.3,,,55.8,45.6,28.6,27.7,13.6,37.2,8.24,3.06,0,0,219.8,0.6284,0.6354,0.007,,0.031847134,0.3793,0.694,0.7349,0.0409,89.21697864,1.5853,1.7984,2.0198,0.2214,86.03418911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,4,1,5.0,1.5,1.5,1.5,,,16.1,45.2,78,81.4,81.4,4.1,,,,,0.5,0.5,0.5,0.5,0.5,0.3,,,,,16.1,45.2,78,81.4,81.4,2.46,0,0,0,0,304.56,0.6313,0.6341,0.0028,,0.009193591,0.7618,0.6196,0.7254,0.1058,86.11184038,30.325,1.8031,2.1956,0.3925,98.70568838,23.4445,1.8337,4.228,2.3943,0.7107,0.7444,0.0337,1,0.0251,0.4747,0.4802,0.0055,11,0.0401,0.5018,0.5039,0.0021,,,,,,2,0.0383,0.4727,0.4971,0.0244,,,,,,,,,,,10,1 bivalve,
2017_H_04,24/6/17,20170624,4,2,3.9,1,1.3,1,0.5,0.3,41.2,67.8,67.6,40.2,14.6,51.8,,,,,0.5,0.5,0.5,0.4,0.4,0.5,,,,,41.2,67.8,67.6,32.16,11.68,51.8,0,0,0,0,272.24,0.3708,0.6775,0.3067,,1.126579489,0.5767,0.6733,0.7454,0.0721,87.4978325,1.8492,1.9528,2.2031,0.2503,86.46441705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,4,3,5.0,2,2.5,,,,66.8,78.2,20.5,59,35,17.7,5.6,,,,0.5,0.5,0.5,0.5,0.5,0.4,0.3,,,,66.8,78.2,20.5,59,35,14.16,3.36,0,0,0,277.02,0.6125,0.6183,0.0058,,0.020937116,0.7476,0.7019,0.7803,0.0784,89.51310861,2.4512,1.6211,1.9653,0.3442,85.95789817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,4,4,5.0,1.4,1.5,1.1,0.5,0.2,45.2,25.7,32.4,37.5,5.5,17.8,,,,,0.5,0.5,0.5,0.5,0.3,0.3,,,,,45.2,25.7,32.4,37.5,3.3,10.68,0,0,0,0,154.78,0.6604,0.6633,0.0029,,0.018736271,0.6413,0.7278,0.7936,0.0658,89.73959145,4.3816,1.6852,1.8521,0.1669,96.19088917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,4,5,4.4,2,1.5,1.1,,,44.2,18.7,45.4,64.8,16,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,44.2,18.7,45.4,64.8,16,0,0,0,0,0,189.1,0.6792,0.6825,0.0033,,0.017451084,0.5512,0.7927,0.8572,0.0645,88.29825835,1.7723,1.8673,2.0987,0.2314,86.94351972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,5,1,5.0,0.5,0.3,0.1,0.3,0.9,55.4,31,41.2,31.1,,,,,,,0.4,0.4,0.4,0.4,,,,,,,44.32,24.8,32.96,24.88,0,0,0,0,0,0,126.96,0.7093,0.7095,0.0002,,0.001575299,0.3968,0.8292,0.8751,0.0459,88.43245968,0.9873,1.7837,1.9226,0.1389,85.93132786,45.459,5.0008,10.0546,5.0538,,,,1,0.4803,0.3992,0.4908,0.0916,4,0.0108,0.4545,0.4552,0.0007,,,,,,4,0.1187,0.4998,0.5424,0.0426,,,,,,,,,,,4,3 bivalves,
2017_H_04,24/6/17,20170624,5,2,5.0,1.5,1.9,,,,82.4,52.4,109.9,93.6,7.6,5.9,20.5,,,,0.6,0.6,0.6,0.6,0.4,0.4,0.6,,,,98.88,62.88,131.88,112.32,6.08,4.72,24.6,0,0,0,441.36,0.6382,0.6382,0,,0,0.7511,0.725,0.8099,0.0849,88.69657835,4.0649,1.6482,2.1738,0.5256,87.06979261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,5,3,5.0,1.3,1.1,1.8,,,36.1,68.4,52.1,66.2,82.2,,,,,,0.5,0.5,0.5,0.5,0.4,,,,,,36.1,68.4,52.1,66.2,65.76,0,0,0,0,0,288.56,0.5832,0.5954,0.0122,,0.042278902,0.5227,0.7278,0.8041,0.0763,85.40271666,2.6354,1.7169,2.1328,0.4159,84.21871443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,5,4,5.0,1.9,1.7,1.1,,,77.1,41,54.4,53.4,15.9,,,,,,0.5,0.5,0.5,0.5,0.4,,,,,,77.1,41,54.4,53.4,12.72,0,0,0,0,0,238.62,0.5753,0.5766,0.0013,,0.005447993,0.9398,0.7816,0.8965,0.1149,87.77399447,2.0768,2.0703,2.3478,0.2775,86.63809707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,5,5,5.0,0.7,2.3,,,,78.8,75.4,63,44.4,39.6,80.2,,,,,0.5,0.5,0.5,0.5,0.5,0.4,,,,,78.8,75.4,63,44.4,39.6,64.16,0,0,0,0,365.36,0.6415,0.6533,0.0118,,0.032296913,0.5001,0.8564,0.911,0.0546,89.08218356,3.3369,1.8971,2.3701,0.473,85.82516707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,6,1,5.0,1.1,1.6,1.9,,,88.6,80.6,108.4,89.2,34.2,9.8,,,,,0.6,0.6,0.6,0.6,0.5,0.3,,,,,106.32,96.72,130.08,107.04,34.2,5.88,0,0,0,0,480.24,0.6211,0.6228,0.0017,,0.003539897,1.412,0.6128,0.773,0.1602,88.65439093,4.9948,1.9165,2.5952,0.6787,86.41186834,66.8455,5.3494,12.5068,7.1574,,,,1,0.0813,0.5225,0.5398,0.0173,5,0.0097,0.4786,0.4789,0.0003,,,,,,3,0.1442,0.4742,0.5276,0.0534,,,,,,,,,,,12,1 bivalve,
2017_H_04,24/6/17,20170624,6,2,4.7,1.7,1.3,0.7,0.9,,94,75.8,52.1,83.4,37.9,,,,,,0.6,0.6,0.5,0.5,0.5,,,,,,112.8,90.96,52.1,83.4,37.9,0,0,0,0,0,377.16,0.647,0.647,0,,0,1.0216,0.6744,0.8207,0.1463,85.67932655,3.4266,1.9258,2.4257,0.4999,85.41119477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
